distance	count.Inner	count.Outer	count.Right	count.Left	sum	log10count.Inner	log10count.Outer	log10count.Right	log10count.Left	log10sum	proportion.Inner	proportion.Outer	proportion.Right	proportion.Left	allpossible_sumcount	prob	log10prob	count_per_chr.1	count_per_chr.10	count_per_chr.11	count_per_chr.12	count_per_chr.13	count_per_chr.14	count_per_chr.15	count_per_chr.16	count_per_chr.17	count_per_chr.18	count_per_chr.19	count_per_chr.2	count_per_chr.20	count_per_chr.21	count_per_chr.22	count_per_chr.3	count_per_chr.4	count_per_chr.5	count_per_chr.6	count_per_chr.7	count_per_chr.8	count_per_chr.9	count_per_chr.X	count_per_chr.Y	allpossible_count_per_chr.1	allpossible_count_per_chr.10	allpossible_count_per_chr.11	allpossible_count_per_chr.12	allpossible_count_per_chr.13	allpossible_count_per_chr.14	allpossible_count_per_chr.15	allpossible_count_per_chr.16	allpossible_count_per_chr.17	allpossible_count_per_chr.18	allpossible_count_per_chr.19	allpossible_count_per_chr.2	allpossible_count_per_chr.20	allpossible_count_per_chr.21	allpossible_count_per_chr.22	allpossible_count_per_chr.3	allpossible_count_per_chr.4	allpossible_count_per_chr.5	allpossible_count_per_chr.6	allpossible_count_per_chr.7	allpossible_count_per_chr.8	allpossible_count_per_chr.9	allpossible_count_per_chr.X	allpossible_count_per_chr.Y	prob_per_chr.1	prob_per_chr.10	prob_per_chr.11	prob_per_chr.12	prob_per_chr.13	prob_per_chr.14	prob_per_chr.15	prob_per_chr.16	prob_per_chr.17	prob_per_chr.18	prob_per_chr.19	prob_per_chr.2	prob_per_chr.20	prob_per_chr.21	prob_per_chr.22	prob_per_chr.3	prob_per_chr.4	prob_per_chr.5	prob_per_chr.6	prob_per_chr.7	prob_per_chr.8	prob_per_chr.9	prob_per_chr.X	prob_per_chr.Y	log10prob_per_chr.1	log10prob_per_chr.10	log10prob_per_chr.11	log10prob_per_chr.12	log10prob_per_chr.13	log10prob_per_chr.14	log10prob_per_chr.15	log10prob_per_chr.16	log10prob_per_chr.17	log10prob_per_chr.18	log10prob_per_chr.19	log10prob_per_chr.2	log10prob_per_chr.20	log10prob_per_chr.21	log10prob_per_chr.22	log10prob_per_chr.3	log10prob_per_chr.4	log10prob_per_chr.5	log10prob_per_chr.6	log10prob_per_chr.7	log10prob_per_chr.8	log10prob_per_chr.9	log10prob_per_chr.X	log10prob_per_chr.Y
5.650	5220274	5223690	5242302	5230428	20916694	6.718	6.718	6.720	6.719	7.320	0.250	0.250	0.251	0.250	3.085E+09	6.578E-08	-7.182	2.359E+06	1.019E+06	1.033E+06	9.754E+05	4.225E+05	4.774E+05	7.190E+05	7.858E+05	7.328E+05	4.615E+05	6.229E+05	1.694E+06	4.996E+05	3.102E+05	4.695E+05	1.316E+06	1.062E+06	1.268E+06	1.465E+06	1.494E+06	1.007E+06	7.211E+05	0.000E+00	0.000E+00	2.488E+08	1.351E+08	1.346E+08	1.334E+08	1.147E+08	1.069E+08	1.021E+08	8.991E+07	8.075E+07	7.763E+07	5.868E+07	2.428E+08	6.258E+07	4.768E+07	5.086E+07	1.976E+08	1.907E+08	1.805E+08	1.707E+08	1.587E+08	1.459E+08	1.408E+08	1.548E+08	5.893E+07	9.199E-08	7.321E-08	7.450E-08	7.093E-08	3.573E-08	4.332E-08	6.832E-08	8.478E-08	8.803E-08	5.767E-08	1.030E-07	6.769E-08	7.745E-08	6.311E-08	8.956E-08	6.464E-08	5.403E-08	6.814E-08	8.330E-08	9.133E-08	6.696E-08	4.970E-08	0.000E+00	0.000E+00	-7.036	-7.135	-7.128	-7.149	-7.447	-7.363	-7.165	-7.072	-7.055	-7.239	-6.987	-7.169	-7.111	-7.200	-7.048	-7.190	-7.267	-7.167	-7.079	-7.039	-7.174	-7.304	-100.000	-100.000
5.750	5065469	5073142	5092018	5085342	20315971	6.705	6.705	6.707	6.706	7.308	0.249	0.250	0.251	0.250	3.082E+09	5.079E-08	-7.294	2.257E+06	1.005E+06	9.788E+05	9.339E+05	4.258E+05	4.556E+05	6.893E+05	7.513E+05	6.843E+05	4.554E+05	5.684E+05	1.677E+06	4.743E+05	3.010E+05	4.457E+05	1.296E+06	1.076E+06	1.260E+06	1.431E+06	1.469E+06	9.768E+05	7.043E+05	0.000E+00	0.000E+00	2.487E+08	1.350E+08	1.344E+08	1.333E+08	1.146E+08	1.068E+08	1.020E+08	8.979E+07	8.063E+07	7.751E+07	5.857E+07	2.426E+08	6.246E+07	4.757E+07	5.074E+07	1.975E+08	1.906E+08	1.804E+08	1.706E+08	1.586E+08	1.458E+08	1.407E+08	1.547E+08	5.881E+07	6.992E-08	5.739E-08	5.610E-08	5.399E-08	2.863E-08	3.288E-08	5.209E-08	6.448E-08	6.540E-08	4.527E-08	7.479E-08	5.326E-08	5.851E-08	4.876E-08	6.768E-08	5.057E-08	4.352E-08	5.383E-08	6.467E-08	7.138E-08	5.162E-08	3.859E-08	0.000E+00	0.000E+00	-7.155	-7.241	-7.251	-7.268	-7.543	-7.483	-7.283	-7.191	-7.184	-7.344	-7.126	-7.274	-7.233	-7.312	-7.170	-7.296	-7.361	-7.269	-7.189	-7.146	-7.287	-7.414	-100.000	-100.000
5.850	4815859	4827320	4835614	4829279	19308072	6.683	6.684	6.684	6.684	7.286	0.249	0.250	0.250	0.250	3.079E+09	3.839E-08	-7.416	2.108E+06	9.431E+05	9.205E+05	8.860E+05	4.268E+05	4.275E+05	6.473E+05	7.216E+05	6.297E+05	4.394E+05	5.098E+05	1.613E+06	4.343E+05	2.891E+05	4.242E+05	1.247E+06	1.031E+06	1.223E+06	1.374E+06	1.412E+06	9.405E+05	6.588E+05	0.000E+00	0.000E+00	2.485E+08	1.348E+08	1.343E+08	1.331E+08	1.145E+08	1.066E+08	1.018E+08	8.965E+07	8.049E+07	7.737E+07	5.842E+07	2.425E+08	6.232E+07	4.742E+07	5.060E+07	1.973E+08	1.904E+08	1.802E+08	1.704E+08	1.584E+08	1.457E+08	1.405E+08	1.546E+08	5.867E+07	5.192E-08	4.282E-08	4.196E-08	4.073E-08	2.283E-08	2.454E-08	3.891E-08	4.927E-08	4.789E-08	3.477E-08	5.342E-08	4.072E-08	4.265E-08	3.732E-08	5.131E-08	3.869E-08	3.315E-08	4.156E-08	4.936E-08	5.454E-08	3.952E-08	2.870E-08	0.000E+00	0.000E+00	-7.285	-7.368	-7.377	-7.390	-7.642	-7.610	-7.410	-7.307	-7.320	-7.459	-7.272	-7.390	-7.370	-7.428	-7.290	-7.412	-7.479	-7.381	-7.307	-7.263	-7.403	-7.542	-100.000	-100.000
5.950	4525456	4531048	4540604	4528553	18125661	6.656	6.656	6.657	6.656	7.258	0.250	0.250	0.251	0.250	3.074E+09	2.867E-08	-7.543	1.926E+06	8.864E+05	8.571E+05	8.260E+05	4.255E+05	3.890E+05	6.170E+05	6.985E+05	5.521E+05	4.172E+05	4.619E+05	1.527E+06	3.929E+05	2.703E+05	3.805E+05	1.175E+06	9.885E+05	1.213E+06	1.305E+06	1.300E+06	8.959E+05	6.200E+05	0.000E+00	0.000E+00	2.484E+08	1.346E+08	1.341E+08	1.330E+08	1.143E+08	1.065E+08	1.016E+08	8.946E+07	8.030E+07	7.719E+07	5.824E+07	2.423E+08	6.213E+07	4.724E+07	5.041E+07	1.971E+08	1.903E+08	1.800E+08	1.702E+08	1.582E+08	1.455E+08	1.403E+08	1.544E+08	5.848E+07	3.771E-08	3.201E-08	3.107E-08	3.021E-08	1.811E-08	1.777E-08	2.951E-08	3.796E-08	3.343E-08	2.628E-08	3.856E-08	3.065E-08	3.075E-08	2.782E-08	3.669E-08	2.897E-08	2.526E-08	3.275E-08	3.729E-08	3.995E-08	2.994E-08	2.148E-08	0.000E+00	0.000E+00	-7.424	-7.495	-7.508	-7.520	-7.742	-7.750	-7.530	-7.421	-7.476	-7.580	-7.414	-7.514	-7.512	-7.556	-7.435	-7.538	-7.598	-7.485	-7.428	-7.398	-7.524	-7.668	-100.000	-100.000
6.050	4167623	4179305	4181242	4171050	16699220	6.620	6.621	6.621	6.620	7.223	0.250	0.250	0.250	0.250	3.069E+09	2.102E-08	-7.677	1.741E+06	8.309E+05	7.849E+05	7.686E+05	3.836E+05	3.492E+05	5.850E+05	6.271E+05	4.783E+05	3.878E+05	4.104E+05	1.437E+06	3.486E+05	2.578E+05	3.456E+05	1.084E+06	9.362E+05	1.125E+06	1.220E+06	1.186E+06	8.339E+05	5.778E+05	0.000E+00	0.000E+00	2.481E+08	1.344E+08	1.339E+08	1.327E+08	1.140E+08	1.062E+08	1.014E+08	8.923E+07	8.007E+07	7.696E+07	5.801E+07	2.421E+08	6.190E+07	4.701E+07	5.018E+07	1.969E+08	1.900E+08	1.798E+08	1.700E+08	1.580E+08	1.452E+08	1.401E+08	1.541E+08	5.825E+07	2.709E-08	2.387E-08	2.264E-08	2.236E-08	1.299E-08	1.269E-08	2.228E-08	2.714E-08	2.307E-08	1.946E-08	2.733E-08	2.293E-08	2.175E-08	2.118E-08	2.660E-08	2.127E-08	1.903E-08	2.417E-08	2.771E-08	2.899E-08	2.217E-08	1.593E-08	0.000E+00	0.000E+00	-7.567	-7.622	-7.645	-7.650	-7.886	-7.896	-7.652	-7.566	-7.637	-7.711	-7.563	-7.640	-7.663	-7.674	-7.575	-7.672	-7.721	-7.617	-7.557	-7.538	-7.654	-7.798	-100.000	-100.000
6.150	3856464	3865323	3873689	3859361	15454837	6.586	6.587	6.588	6.587	7.189	0.250	0.250	0.251	0.250	3.062E+09	1.549E-08	-7.810	1.593E+06	7.829E+05	7.179E+05	7.161E+05	3.571E+05	3.161E+05	5.145E+05	5.742E+05	4.579E+05	3.599E+05	3.439E+05	1.304E+06	3.152E+05	2.275E+05	4.050E+05	9.931E+05	8.798E+05	1.068E+06	1.110E+06	1.104E+06	7.700E+05	5.452E+05	0.000E+00	0.000E+00	2.478E+08	1.341E+08	1.336E+08	1.324E+08	1.138E+08	1.059E+08	1.011E+08	8.894E+07	7.978E+07	7.666E+07	5.772E+07	2.418E+08	6.161E+07	4.672E+07	4.989E+07	1.966E+08	1.897E+08	1.795E+08	1.697E+08	1.577E+08	1.450E+08	1.398E+08	1.539E+08	5.796E+07	1.972E-08	1.791E-08	1.649E-08	1.659E-08	9.631E-09	9.155E-09	1.561E-08	1.980E-08	1.761E-08	1.440E-08	1.828E-08	1.654E-08	1.569E-08	1.494E-08	2.490E-08	1.550E-08	1.422E-08	1.825E-08	2.006E-08	2.147E-08	1.630E-08	1.196E-08	0.000E+00	0.000E+00	-7.705	-7.747	-7.783	-7.780	-8.016	-8.038	-7.807	-7.703	-7.754	-7.842	-7.738	-7.781	-7.804	-7.826	-7.604	-7.810	-7.847	-7.739	-7.698	-7.668	-7.788	-7.922	-100.000	-100.000
6.250	3507386	3525506	3557470	3537846	14128208	6.545	6.547	6.551	6.549	7.150	0.248	0.250	0.252	0.250	3.053E+09	1.128E-08	-7.948	1.415E+06	7.334E+05	6.508E+05	6.543E+05	3.354E+05	2.952E+05	5.175E+05	5.360E+05	4.200E+05	3.306E+05	3.049E+05	1.178E+06	2.867E+05	2.069E+05	2.965E+05	9.237E+05	8.187E+05	1.005E+06	9.850E+05	1.033E+06	7.097E+05	4.913E+05	0.000E+00	0.000E+00	2.475E+08	1.338E+08	1.332E+08	1.321E+08	1.134E+08	1.056E+08	1.008E+08	8.858E+07	7.942E+07	7.630E+07	5.735E+07	2.414E+08	6.125E+07	4.635E+07	4.953E+07	1.962E+08	1.894E+08	1.791E+08	1.693E+08	1.574E+08	1.446E+08	1.394E+08	1.535E+08	5.760E+07	1.393E-08	1.336E-08	1.190E-08	1.207E-08	7.209E-09	6.813E-09	1.252E-08	1.475E-08	1.289E-08	1.056E-08	1.296E-08	1.189E-08	1.141E-08	1.088E-08	1.459E-08	1.147E-08	1.053E-08	1.367E-08	1.417E-08	1.600E-08	1.196E-08	8.586E-09	0.000E+00	0.000E+00	-7.856	-7.874	-7.924	-7.918	-8.142	-8.167	-7.903	-7.831	-7.890	-7.976	-7.888	-7.925	-7.943	-7.963	-7.836	-7.940	-7.977	-7.864	-7.849	-7.796	-7.922	-8.066	-100.000	-100.000
6.350	3217450	3222879	3239440	3224151	12903920	6.508	6.508	6.510	6.508	7.111	0.249	0.250	0.251	0.250	3.042E+09	8.211E-09	-8.086	1.269E+06	6.728E+05	5.889E+05	5.889E+05	3.167E+05	2.726E+05	4.833E+05	4.649E+05	3.466E+05	2.960E+05	3.130E+05	1.066E+06	2.627E+05	1.887E+05	2.835E+05	8.206E+05	7.591E+05	9.231E+05	9.255E+05	9.570E+05	6.423E+05	4.632E+05	0.000E+00	0.000E+00	2.470E+08	1.333E+08	1.328E+08	1.316E+08	1.129E+08	1.051E+08	1.003E+08	8.812E+07	7.896E+07	7.584E+07	5.689E+07	2.410E+08	6.079E+07	4.589E+07	4.907E+07	1.958E+08	1.889E+08	1.787E+08	1.689E+08	1.569E+08	1.441E+08	1.390E+08	1.530E+08	5.713E+07	9.945E-09	9.770E-09	8.586E-09	8.661E-09	5.429E-09	5.020E-09	9.327E-09	1.021E-08	8.497E-09	7.555E-09	1.065E-08	8.560E-09	8.364E-09	7.959E-09	1.118E-08	8.113E-09	7.778E-09	1.000E-08	1.061E-08	1.181E-08	8.626E-09	6.452E-09	0.000E+00	0.000E+00	-8.002	-8.010	-8.066	-8.062	-8.265	-8.299	-8.030	-7.991	-8.071	-8.122	-7.973	-8.068	-8.078	-8.099	-7.951	-8.091	-8.109	-8.000	-7.974	-7.928	-8.064	-8.190	-100.000	-100.000
6.450	3016502	3030107	3028094	3011718	12086421	6.480	6.481	6.481	6.479	7.082	0.250	0.251	0.251	0.249	3.028E+09	6.137E-09	-8.212	1.218E+06	5.973E+05	5.430E+05	5.332E+05	2.820E+05	2.575E+05	4.513E+05	4.498E+05	3.089E+05	2.894E+05	2.487E+05	1.009E+06	2.418E+05	1.764E+05	3.312E+05	7.447E+05	7.097E+05	8.587E+05	8.433E+05	9.070E+05	6.570E+05	4.284E+05	0.000E+00	0.000E+00	2.464E+08	1.327E+08	1.322E+08	1.310E+08	1.124E+08	1.045E+08	9.971E+07	8.754E+07	7.838E+07	7.526E+07	5.631E+07	2.404E+08	6.021E+07	4.531E+07	4.849E+07	1.952E+08	1.883E+08	1.781E+08	1.683E+08	1.563E+08	1.435E+08	1.384E+08	1.525E+08	5.656E+07	7.600E-09	6.920E-09	6.315E-09	6.256E-09	3.859E-09	3.788E-09	6.959E-09	7.900E-09	6.059E-09	5.912E-09	6.790E-09	6.454E-09	6.174E-09	5.987E-09	1.050E-08	5.866E-09	5.794E-09	7.413E-09	7.704E-09	8.921E-09	7.037E-09	4.760E-09	0.000E+00	0.000E+00	-8.119	-8.160	-8.200	-8.204	-8.414	-8.422	-8.157	-8.102	-8.218	-8.228	-8.168	-8.190	-8.209	-8.223	-7.979	-8.232	-8.237	-8.130	-8.113	-8.050	-8.153	-8.322	-100.000	-100.000
6.550	2840331	2846428	2855370	2834194	11376323	6.453	6.454	6.456	6.452	7.056	0.250	0.250	0.251	0.249	3.011E+09	4.615E-09	-8.336	1.162E+06	6.233E+05	5.515E+05	4.921E+05	2.526E+05	2.419E+05	3.763E+05	4.001E+05	3.134E+05	2.593E+05	2.257E+05	9.626E+05	2.153E+05	1.686E+05	2.735E+05	7.033E+05	6.833E+05	8.169E+05	7.916E+05	8.475E+05	6.107E+05	4.051E+05	0.000E+00	0.000E+00	2.457E+08	1.320E+08	1.315E+08	1.303E+08	1.116E+08	1.038E+08	9.898E+07	8.681E+07	7.765E+07	7.453E+07	5.558E+07	2.397E+08	5.948E+07	4.458E+07	4.776E+07	1.945E+08	1.876E+08	1.774E+08	1.676E+08	1.556E+08	1.428E+08	1.377E+08	1.517E+08	5.583E+07	5.774E-09	5.768E-09	5.124E-09	4.612E-09	2.764E-09	2.846E-09	4.643E-09	5.629E-09	4.930E-09	4.249E-09	4.960E-09	4.906E-09	4.422E-09	4.619E-09	6.996E-09	4.417E-09	4.448E-09	5.625E-09	5.769E-09	6.652E-09	5.222E-09	3.594E-09	0.000E+00	0.000E+00	-8.239	-8.239	-8.290	-8.336	-8.559	-8.546	-8.333	-8.250	-8.307	-8.372	-8.305	-8.309	-8.354	-8.335	-8.155	-8.355	-8.352	-8.250	-8.239	-8.177	-8.282	-8.444	-100.000	-100.000
6.650	2676084	2680257	2708019	2690604	10754964	6.427	6.428	6.433	6.430	7.032	0.249	0.249	0.252	0.250	2.988E+09	3.491E-09	-8.457	1.165E+06	5.757E+05	5.089E+05	4.552E+05	2.202E+05	2.297E+05	3.459E+05	3.780E+05	2.845E+05	2.347E+05	2.082E+05	8.978E+05	2.040E+05	1.460E+05	2.099E+05	6.721E+05	6.477E+05	7.575E+05	7.532E+05	7.931E+05	6.904E+05	3.778E+05	0.000E+00	0.000E+00	2.448E+08	1.311E+08	1.305E+08	1.294E+08	1.107E+08	1.029E+08	9.806E+07	8.589E+07	7.673E+07	7.361E+07	5.466E+07	2.387E+08	5.856E+07	4.366E+07	4.684E+07	1.936E+08	1.867E+08	1.764E+08	1.666E+08	1.547E+08	1.419E+08	1.367E+08	1.508E+08	5.491E+07	4.616E-09	4.261E-09	3.782E-09	3.413E-09	1.929E-09	2.166E-09	3.422E-09	4.269E-09	3.597E-09	3.093E-09	3.695E-09	3.648E-09	3.379E-09	3.244E-09	4.347E-09	3.369E-09	3.366E-09	4.165E-09	4.384E-09	4.974E-09	4.720E-09	2.680E-09	0.000E+00	0.000E+00	-8.336	-8.371	-8.422	-8.467	-8.715	-8.664	-8.466	-8.370	-8.444	-8.510	-8.432	-8.438	-8.471	-8.489	-8.362	-8.473	-8.473	-8.380	-8.358	-8.303	-8.326	-8.572	-100.000	-100.000
6.750	2542781	2547483	2575805	2562076	10228145	6.405	6.406	6.411	6.409	7.010	0.249	0.249	0.252	0.250	2.961E+09	2.662E-09	-8.575	1.125E+06	5.654E+05	4.919E+05	4.238E+05	2.044E+05	2.216E+05	4.405E+05	3.289E+05	2.622E+05	2.297E+05	1.989E+05	8.457E+05	1.923E+05	1.405E+05	1.548E+05	6.466E+05	6.335E+05	6.902E+05	7.133E+05	7.933E+05	5.855E+05	3.404E+05	0.000E+00	0.000E+00	2.436E+08	1.299E+08	1.294E+08	1.282E+08	1.095E+08	1.017E+08	9.691E+07	8.473E+07	7.557E+07	7.245E+07	5.351E+07	2.376E+08	5.740E+07	4.251E+07	4.568E+07	1.924E+08	1.855E+08	1.753E+08	1.655E+08	1.535E+08	1.407E+08	1.356E+08	1.496E+08	5.375E+07	3.557E-09	3.354E-09	2.929E-09	2.547E-09	1.438E-09	1.678E-09	3.503E-09	2.991E-09	2.674E-09	2.443E-09	2.865E-09	2.743E-09	2.582E-09	2.548E-09	2.612E-09	2.590E-09	2.631E-09	3.034E-09	3.321E-09	3.982E-09	3.206E-09	1.935E-09	0.000E+00	0.000E+00	-8.449	-8.474	-8.533	-8.594	-8.842	-8.775	-8.456	-8.524	-8.573	-8.612	-8.543	-8.562	-8.588	-8.594	-8.583	-8.587	-8.580	-8.518	-8.479	-8.400	-8.494	-8.713	-100.000	-100.000
6.850	2493655	2495871	2504797	2491744	9986067	6.397	6.397	6.399	6.397	6.999	0.250	0.250	0.251	0.250	2.926E+09	2.089E-09	-8.680	1.073E+06	5.286E+05	4.998E+05	4.330E+05	2.045E+05	2.147E+05	3.864E+05	3.935E+05	2.579E+05	2.448E+05	1.945E+05	8.607E+05	1.898E+05	1.383E+05	1.075E+05	6.386E+05	5.980E+05	6.662E+05	7.233E+05	7.218E+05	5.648E+05	3.460E+05	0.000E+00	0.000E+00	2.422E+08	1.285E+08	1.279E+08	1.268E+08	1.081E+08	1.003E+08	9.545E+07	8.328E+07	7.412E+07	7.100E+07	5.205E+07	2.361E+08	5.595E+07	4.105E+07	4.423E+07	1.909E+08	1.841E+08	1.738E+08	1.640E+08	1.521E+08	1.393E+08	1.341E+08	1.482E+08	5.229E+07	2.713E-09	2.519E-09	2.392E-09	2.090E-09	1.158E-09	1.311E-09	2.478E-09	2.893E-09	2.130E-09	2.111E-09	2.288E-09	2.231E-09	2.076E-09	2.062E-09	1.487E-09	2.047E-09	1.988E-09	2.346E-09	2.699E-09	2.906E-09	2.482E-09	1.579E-09	0.000E+00	0.000E+00	-8.567	-8.599	-8.621	-8.680	-8.936	-8.882	-8.606	-8.539	-8.672	-8.676	-8.641	-8.651	-8.683	-8.686	-8.828	-8.689	-8.701	-8.630	-8.569	-8.537	-8.605	-8.802	-100.000	-100.000
6.950	2534722	2535369	2544097	2535362	10149550	6.404	6.404	6.406	6.404	7.006	0.250	0.250	0.251	0.250	2.882E+09	1.712E-09	-8.766	1.049E+06	5.045E+05	5.181E+05	4.389E+05	2.620E+05	2.271E+05	3.811E+05	3.839E+05	2.781E+05	2.516E+05	1.961E+05	9.104E+05	1.934E+05	1.422E+05	9.354E+04	6.371E+05	5.982E+05	6.880E+05	7.571E+05	7.399E+05	5.713E+05	3.275E+05	0.000E+00	0.000E+00	2.403E+08	1.266E+08	1.261E+08	1.249E+08	1.063E+08	9.844E+07	9.362E+07	8.144E+07	7.228E+07	6.916E+07	5.022E+07	2.343E+08	5.411E+07	3.922E+07	4.239E+07	1.891E+08	1.822E+08	1.720E+08	1.622E+08	1.502E+08	1.375E+08	1.323E+08	1.464E+08	5.046E+07	2.123E-09	1.937E-09	1.998E-09	1.708E-09	1.199E-09	1.122E-09	1.979E-09	2.292E-09	1.870E-09	1.769E-09	1.899E-09	1.889E-09	1.737E-09	1.764E-09	1.073E-09	1.638E-09	1.596E-09	1.945E-09	2.269E-09	2.395E-09	2.021E-09	1.204E-09	0.000E+00	0.000E+00	-8.673	-8.713	-8.699	-8.768	-8.921	-8.950	-8.703	-8.640	-8.728	-8.752	-8.721	-8.724	-8.760	-8.754	-8.969	-8.786	-8.797	-8.711	-8.644	-8.621	-8.694	-8.919	-100.000	-100.000
7.050	2629683	2629709	2641581	2628005	10528978	6.420	6.420	6.422	6.420	7.022	0.250	0.250	0.251	0.250	2.826E+09	1.439E-09	-8.842	1.109E+06	4.969E+05	5.252E+05	4.725E+05	2.959E+05	2.368E+05	3.756E+05	4.215E+05	2.721E+05	2.647E+05	1.831E+05	9.567E+05	2.260E+05	1.289E+05	9.799E+04	6.728E+05	6.376E+05	6.938E+05	7.865E+05	7.576E+05	6.347E+05	2.834E+05	0.000E+00	0.000E+00	2.380E+08	1.243E+08	1.238E+08	1.226E+08	1.039E+08	9.613E+07	9.131E+07	7.913E+07	6.998E+07	6.686E+07	4.791E+07	2.320E+08	5.181E+07	3.691E+07	4.008E+07	1.868E+08	1.799E+08	1.697E+08	1.599E+08	1.479E+08	1.351E+08	1.300E+08	1.441E+08	4.815E+07	1.799E-09	1.544E-09	1.639E-09	1.488E-09	1.099E-09	9.515E-10	1.588E-09	2.057E-09	1.502E-09	1.529E-09	1.476E-09	1.593E-09	1.685E-09	1.349E-09	9.441E-10	1.391E-09	1.369E-09	1.579E-09	1.900E-09	1.978E-09	1.814E-09	8.421E-10	0.000E+00	0.000E+00	-8.745	-8.811	-8.786	-8.827	-8.959	-9.022	-8.799	-8.687	-8.823	-8.816	-8.831	-8.798	-8.773	-8.870	-9.025	-8.857	-8.864	-8.802	-8.721	-8.704	-8.741	-9.075	-100.000	-100.000
7.150	2696949	2700049	2717714	2703939	10818651	6.431	6.431	6.434	6.432	7.034	0.249	0.250	0.251	0.250	2.757E+09	1.204E-09	-8.919	1.124E+06	5.180E+05	5.341E+05	4.828E+05	2.822E+05	2.568E+05	3.519E+05	4.278E+05	2.798E+05	2.320E+05	1.803E+05	1.090E+06	2.600E+05	1.065E+05	9.576E+04	7.162E+05	6.847E+05	7.622E+05	7.554E+05	7.678E+05	6.475E+05	2.623E+05	0.000E+00	0.000E+00	2.351E+08	1.214E+08	1.209E+08	1.197E+08	1.010E+08	9.322E+07	8.841E+07	7.623E+07	6.707E+07	6.395E+07	4.500E+07	2.291E+08	4.890E+07	3.400E+07	3.718E+07	1.839E+08	1.770E+08	1.668E+08	1.570E+08	1.450E+08	1.322E+08	1.271E+08	1.411E+08	4.525E+07	1.467E-09	1.309E-09	1.355E-09	1.237E-09	8.568E-10	8.450E-10	1.221E-09	1.722E-09	1.280E-09	1.113E-09	1.229E-09	1.460E-09	1.631E-09	9.606E-10	7.902E-10	1.195E-09	1.187E-09	1.402E-09	1.476E-09	1.624E-09	1.502E-09	6.332E-10	0.000E+00	0.000E+00	-8.834	-8.883	-8.868	-8.908	-9.067	-9.073	-8.913	-8.764	-8.893	-8.953	-8.911	-8.836	-8.788	-9.017	-9.102	-8.923	-8.926	-8.853	-8.831	-8.789	-8.823	-9.198	-100.000	-100.000
7.250	2798580	2799040	2806358	2792783	11196761	6.447	6.447	6.448	6.446	7.049	0.250	0.250	0.251	0.249	2.669E+09	1.022E-09	-8.990	1.241E+06	5.707E+05	5.417E+05	4.806E+05	2.742E+05	2.625E+05	3.386E+05	4.219E+05	3.335E+05	2.560E+05	1.546E+05	1.188E+06	2.139E+05	7.648E+04	1.076E+05	6.777E+05	7.137E+05	7.721E+05	7.878E+05	8.427E+05	7.021E+05	2.390E+05	0.000E+00	0.000E+00	2.315E+08	1.178E+08	1.172E+08	1.161E+08	9.739E+07	8.957E+07	8.475E+07	7.257E+07	6.341E+07	6.029E+07	4.135E+07	2.254E+08	4.524E+07	3.035E+07	3.352E+07	1.802E+08	1.734E+08	1.631E+08	1.533E+08	1.414E+08	1.286E+08	1.234E+08	1.375E+08	4.159E+07	1.307E-09	1.181E-09	1.126E-09	1.009E-09	6.862E-10	7.142E-10	9.736E-10	1.417E-09	1.282E-09	1.035E-09	9.110E-10	1.284E-09	1.152E-09	6.142E-10	7.825E-10	9.163E-10	1.003E-09	1.153E-09	1.252E-09	1.453E-09	1.331E-09	4.719E-10	0.000E+00	0.000E+00	-8.884	-8.928	-8.948	-8.996	-9.164	-9.146	-9.012	-8.849	-8.892	-8.985	-9.040	-8.891	-8.938	-9.212	-9.107	-9.038	-8.999	-8.938	-8.902	-8.838	-8.876	-9.326	-100.000	-100.000
7.350	2908308	2906390	2958158	2935598	11708454	6.464	6.463	6.471	6.468	7.068	0.248	0.248	0.253	0.251	2.558E+09	8.858E-10	-9.053	1.525E+06	6.010E+05	5.211E+05	5.280E+05	2.465E+05	2.605E+05	3.456E+05	3.166E+05	2.290E+05	2.316E+05	1.448E+05	1.297E+06	1.470E+05	5.726E+04	7.972E+04	6.907E+05	7.294E+05	7.950E+05	8.058E+05	1.061E+06	6.572E+05	4.392E+05	0.000E+00	0.000E+00	2.269E+08	1.131E+08	1.126E+08	1.115E+08	9.278E+07	8.496E+07	8.014E+07	6.797E+07	5.881E+07	5.569E+07	3.674E+07	2.208E+08	4.064E+07	2.574E+07	2.892E+07	1.756E+08	1.688E+08	1.585E+08	1.487E+08	1.368E+08	1.240E+08	1.188E+08	1.329E+08	3.699E+07	1.301E-09	1.028E-09	8.956E-10	9.169E-10	5.143E-10	5.934E-10	8.347E-10	9.017E-10	7.539E-10	8.051E-10	7.626E-10	1.137E-09	7.000E-10	4.306E-10	5.336E-10	7.612E-10	8.365E-10	9.707E-10	1.049E-09	1.502E-09	1.026E-09	7.154E-10	0.000E+00	0.000E+00	-8.886	-8.988	-9.048	-9.038	-9.289	-9.227	-9.078	-9.045	-9.123	-9.094	-9.118	-8.944	-9.155	-9.366	-9.273	-9.119	-9.078	-9.013	-8.979	-8.823	-8.989	-9.145	-100.000	-100.000
